url,incident_number,links,occurred_on_date,district,district_name,shooting,location_of_occurrence,street,nature_of_incident,officer_journal_name,offenses,incident_clearance,number_of_arrestees,number_of_victims,number_of_offenders
https://www.wokewindows.org/incidents/202093191,202093191,false,2020-12-21 10:16:00,D14,Brighton,false,197 KELTON ST,KELTON ST,SICK/INJURED/MEDICAL - PERSON,126493  ANDREW CARON,SICK/INJURED/MEDICAL - PERSON,,,,
https://www.wokewindows.org/incidents/202093207,202093207,false,2020-12-21 10:12:00,C6,South Boston,false,736 E SECOND ST,E SECOND ST,VANDALISM,102668  STEPHEN O'CONNELL,VANDALISM,,,,
https://www.wokewindows.org/incidents/202093181,202093181,false,2020-12-21 10:01:00,D4,South End,false,"",,M/V - LEAVING SCENE - PROPERTY DAMAGE,153152  ANTHONY DOWLING,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202093199,202093199,false,2020-12-21 10:00:00,E13,Jamaica Plain,false,52 FORBES ST,FORBES ST,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,010042  ELVIN AVILES,BREAKING AND ENTERING (B&E) MOTOR VEHICLE; LARCENY THEFT OF MV PARTS & ACCESSORIES,,,,
https://www.wokewindows.org/incidents/202093445,202093445,false,2020-12-21 10:00:00,A1,Downtown,false,"",SUDBURY ST,M/V - LEAVING SCENE - PROPERTY DAMAGE,011899  ROBERT FIGUEROA,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202093193,202093193,false,2020-12-21 10:00:00,A1,Downtown,false,41 N MARGIN ST,N MARGIN ST,TOWED MOTOR VEHICLE,148279  NATASHA LAJARA,TOWED MOTOR VEHICLE,,,,
https://www.wokewindows.org/incidents/202093189,202093189,false,2020-12-21 09:55:00,D14,Brighton,false,9 GREYLOCK RD,GREYLOCK RD,TOWED MOTOR VEHICLE,008641  THOMAS ANTONINO,TOWED MOTOR VEHICLE,,,,
https://www.wokewindows.org/incidents/202093185,202093185,false,2020-12-21 09:52:00,C11,Dorchester,false,7 CLARKSON ST,CLARKSON ST,LARCENY ALL OTHERS,121746  ALEX MISIASZEK,LARCENY ALL OTHERS,,,,
https://www.wokewindows.org/incidents/202093174,202093174,false,2020-12-21 09:49:00,D4,South End,false,650 HARRISON AVE,HARRISON AVE,LARCENY THEFT OF BICYCLE,,LARCENY THEFT OF BICYCLE,,,,
https://www.wokewindows.org/incidents/202093180,202093180,false,2020-12-21 09:43:00,E13,Jamaica Plain,false,150 S HUNTINGTON AVE,S HUNTINGTON AVE,M/V ACCIDENT - OTHER,087356  JOSEPH BROWN,M/V ACCIDENT - OTHER,,,,
https://www.wokewindows.org/incidents/202095559,202095559,false,2020-12-21 09:41:00,A1,Downtown,false,5 BAKERS ALY,SUDBURY ST,LARCENY THEFT FROM BUILDING,156394  JUAN CRESPO-FLOREZ,LARCENY THEFT FROM BUILDING,,,,
https://www.wokewindows.org/incidents/202093178,202093178,false,2020-12-21 09:38:00,A15,Charlestown,false,17 CARNEY CT,CARNEY CT,HARASSMENT/ CRIMINAL HARASSMENT,081082  ROBERT FLYNN,HARASSMENT/ CRIMINAL HARASSMENT,,,,
https://www.wokewindows.org/incidents/202093171,202093171,false,2020-12-21 09:36:00,C6,South Boston,false,68 L ST,L ST,M/V ACCIDENT - OTHER CITY VEHICLE,051212  DAVID O'CONNOR,M/V ACCIDENT - OTHER CITY VEHICLE; M/V ACCIDENT - POLICE VEHICLE,,,,
https://www.wokewindows.org/incidents/202093182,202093182,false,2020-12-21 09:34:00,B2,Roxbury,false,"",SEAVER ST,"",,ASSAULT - SIMPLE,,,,
https://www.wokewindows.org/incidents/202093235,202093235,false,2020-12-21 09:20:00,B3,Mattapan,false,"",BLUE HILL AVE,M/V - LEAVING SCENE - PROPERTY DAMAGE,137486  COLE MEANEY,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202093173,202093173,false,2020-12-21 09:08:00,C11,Dorchester,false,24 DAWES ST,DAWES ST,SICK ASSIST,144335  SARAH MALONE,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/202093175,202093175,false,2020-12-21 09:06:00,C6,South Boston,false,891 MASSACHUSETTS AVE,MASSACHUSETTS AVE,SICK ASSIST,,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/202093176,202093176,false,2020-12-21 09:01:00,C11,Dorchester,false,25 LEEDSVILLE ST,LEEDSVILLE ST,SICK ASSIST,,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/202093912,202093912,false,2020-12-21 09:00:00,C6,South Boston,false,"",W BROADWAY,M/V - LEAVING SCENE - PROPERTY DAMAGE,095176  JASON MORANO,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202093162,202093162,false,2020-12-21 08:48:00,B2,Roxbury,false,13 GERARD ST,GERARD ST,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN),140315  ZACHARY MACINNIS,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN); LARCENY THEFT FROM MV - NON-ACCESSORY,,,,
https://www.wokewindows.org/incidents/202093164,202093164,false,2020-12-21 08:44:00,D4,South End,false,"",CUNARD ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093170,202093170,false,2020-12-21 08:40:00,C6,South Boston,false,6 W BROADWAY,W BROADWAY,SICK ASSIST - DRUG RELATED ILLNESS,010558  ROBERT LUCAS,SICK ASSIST - DRUG RELATED ILLNESS,,,,
https://www.wokewindows.org/incidents/202093212,202093212,false,2020-12-21 08:39:00,B3,Mattapan,false,39 BAIRD ST,BAIRD ST,BURGLARY - RESIDENTIAL,116933  MATTHEW WYMAN,BURGLARY - RESIDENTIAL,,,,
https://www.wokewindows.org/incidents/202093167,202093167,false,2020-12-21 08:38:00,E13,Jamaica Plain,false,78 AMORY ST,AMORY ST,M/V ACCIDENT - OTHER,011691  JOHN GOULD,M/V ACCIDENT - OTHER,,,,
https://www.wokewindows.org/incidents/202094122,202094122,false,2020-12-21 08:33:00,A15,Charlestown,false,11 BARTLETT ST,BARTLETT ST,INVESTIGATE PROPERTY,012026  DENNIS MORSON,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/202093165,202093165,false,2020-12-21 08:24:00,B3,Mattapan,false,36 DEERING RD,DEERING RD,TOWED MOTOR VEHICLE,148272  WILLIAM HULL,TOWED MOTOR VEHICLE,,,,
https://www.wokewindows.org/incidents/202093160,202093160,false,2020-12-21 08:23:00,A1,Downtown,false,"",,SICK ASSIST,,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/202093158,202093158,false,2020-12-21 08:15:00,B3,Mattapan,false,76 FOTTLER RD,FOTTLER RD,INVESTIGATE PERSON,124390  CHRISTIAN COYNE,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/202093156,202093156,false,2020-12-21 08:12:00,B2,Roxbury,false,1497 TREMONT ST,TREMONT ST,TOWED MOTOR VEHICLE,,TOWED MOTOR VEHICLE,,,,
https://www.wokewindows.org/incidents/202093168,202093168,false,2020-12-21 08:10:00,B2,Roxbury,false,2957 WASHINGTON ST,WASHINGTON ST,M/V ACCIDENT - PROPERTY DAMAGE,132363  KEVIN MENDES,M/V ACCIDENT - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202093163,202093163,false,2020-12-21 08:10:00,C11,Dorchester,false,"",HOLIDAY ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093159,202093159,false,2020-12-21 08:04:00,E13,Jamaica Plain,false,"",MCBRIDE ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093307,202093307,false,2020-12-21 08:00:00,D14,Brighton,false,40 WALLINGFORD RD,WASHINGTON ST,M/V - LEAVING SCENE - PROPERTY DAMAGE,010313  ANNETTE ZAMBELLO,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202093157,202093157,false,2020-12-21 08:00:00,A1,Downtown,false,122 FULTON ST,FULTON ST,TOWED MOTOR VEHICLE,148279  NATASHA LAJARA,TOWED MOTOR VEHICLE,,,,
https://www.wokewindows.org/incidents/202093774,202093774,false,2020-12-21 08:00:00,C6,South Boston,false,75 OLD COLONY AVE,OLD COLONY AVE,M/V - LEAVING SCENE - PROPERTY DAMAGE,144311  CARMEN SARAI PADRON,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202093732,202093732,false,2020-12-21 08:00:00,D4,South End,false,485 HARRISON AVE,HARRISON AVE,FRAUD - IMPERSONATION,153159  COREY THOMAS,FRAUD - IMPERSONATION; FRAUD - WELFARE,,,,
https://www.wokewindows.org/incidents/202093155,202093155,false,2020-12-21 07:47:00,D4,South End,false,350 NEWBURY ST,NEWBURY ST,INVESTIGATE PERSON,,INVESTIGATE PERSON; DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,,,,
https://www.wokewindows.org/incidents/202093161,202093161,false,2020-12-21 07:17:00,E13,Jamaica Plain,false,380 CENTRE ST,CENTRE ST,INVESTIGATE PERSON,087356  JOSEPH BROWN,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/202093151,202093151,false,2020-12-21 07:16:00,A1,Downtown,false,30 PARK PLZ,PARK PLZ,SICK ASSIST,,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/202093183,202093183,false,2020-12-21 07:02:00,C11,Dorchester,false,74 LYNDHURST ST,LYNDHURST ST,SUDDEN DEATH,148251  JOHN CONNOLLY,SUDDEN DEATH,,,,
https://www.wokewindows.org/incidents/202093153,202093153,false,2020-12-21 06:42:00,D4,South End,false,155 NORTHAMPTON ST,NORTHAMPTON ST,FRAUD - CREDIT CARD / ATM FRAUD,153152  ANTHONY DOWLING,FRAUD - CREDIT CARD / ATM FRAUD,,,,
https://www.wokewindows.org/incidents/202093166,202093166,false,2020-12-21 06:00:00,B2,Roxbury,false,35 HUTCHINGS ST,HUTCHINGS ST,INVESTIGATE PERSON,012026  DENNIS MORSON,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/202093150,202093150,false,2020-12-21 05:32:00,C6,South Boston,false,850 E FOURTH ST,E FOURTH ST,HARASSMENT/ CRIMINAL HARASSMENT,102401  ROBERT MACLEAN,HARASSMENT/ CRIMINAL HARASSMENT,,,,
https://www.wokewindows.org/incidents/202093147,202093147,false,2020-12-21 04:43:00,B3,Mattapan,false,"",,M/V ACCIDENT - PROPERTY DAMAGE,116225  ESTENEL VEILLARD,M/V ACCIDENT - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202094941,202094941,false,2020-12-21 04:24:00,B2,Roxbury,false,192B HUMBOLDT AVE,WASHINGTON ST,MISSING PERSON,,MISSING PERSON,,,,
https://www.wokewindows.org/incidents/202093259,202093259,false,2020-12-21 04:07:00,B2,Roxbury,false,10 PERRIN ST,PERRIN ST,ASSAULT - AGGRAVATED,120945  DAVID CHAVES,ASSAULT - AGGRAVATED,,,,
https://www.wokewindows.org/incidents/202093146,202093146,false,2020-12-21 04:03:00,C11,Dorchester,false,402 NEPONSET AVE,NEPONSET AVE,ASSAULT - AGGRAVATED,153122  CHRISTOPHER MYERS,ASSAULT - AGGRAVATED,,,,
https://www.wokewindows.org/incidents/202093148,202093148,false,2020-12-21 03:30:00,C6,South Boston,false,5 FAN PIER BLVD,FAN PIER BLVD,INVESTIGATE PERSON,012232  STEVEN DODD,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/202093144,202093144,false,2020-12-21 03:07:00,C11,Dorchester,false,915 DORCHESTER AVE,DORCHESTER AVE,DEATH INVESTIGATION,148252  ROBERT CONNOR,DEATH INVESTIGATION; SUDDEN DEATH,,,,
https://www.wokewindows.org/incidents/202093143,202093143,false,2020-12-21 03:03:00,E13,Jamaica Plain,false,11 DIXWELL ST,DIXWELL ST,SICK/INJURED/MEDICAL - PERSON,153147  NICHOLAS SCHULTZ,SICK/INJURED/MEDICAL - PERSON,,,,
https://www.wokewindows.org/incidents/202093142,202093142,false,2020-12-21 03:03:00,E18,Hyde Park,false,"",FAIRLAWN AVE,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093608,202093608,false,2020-12-21 03:00:00,B2,Roxbury,false,102 DEVON ST,DEVON ST,VANDALISM,105627  ROGER LAYDEN,VANDALISM,,,,
https://www.wokewindows.org/incidents/202093140,202093140,false,2020-12-21 02:51:00,B2,Roxbury,false,"",PERTH ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093141,202093141,false,2020-12-21 02:35:00,B2,Roxbury,false,"",MELNEA CASS BLVD,M/V ACCIDENT - PROPERTY DAMAGE,148263  MICHAEL ENNIS,M/V ACCIDENT - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202093135,202093135,false,2020-12-21 01:21:00,B2,Roxbury,false,108 DACIA ST,DACIA ST,VAL - OPERATING AFTER REV/SUSP.,148281  CHRISTOPHE KERRIGAN,VAL - OPERATING AFTER REV/SUSP.,,,,
https://www.wokewindows.org/incidents/202093138,202093138,false,2020-12-21 01:00:00,C11,Dorchester,false,"",DORCHESTER AVE,"",,ASSAULT - AGGRAVATED,,,,
https://www.wokewindows.org/incidents/202093324,202093324,false,2020-12-21 01:00:00,D14,Brighton,false,"",WASHINGTON ST,"",,HARASSMENT/ CRIMINAL HARASSMENT,,,,
https://www.wokewindows.org/incidents/202093139,202093139,false,2020-12-21 00:55:00,D4,South End,false,547 MASSACHUSETTS AVE,MASSACHUSETTS AVE,VAL - VIOLATION OF AUTO LAW,148317  SEAN DOOLAN,VAL - VIOLATION OF AUTO LAW,,,,
https://www.wokewindows.org/incidents/202093134,202093134,false,2020-12-21 00:50:00,C11,Dorchester,false,3 MORSE ST,MORSE ST,SICK/INJURED/MEDICAL - PERSON,121606  PATRICK WELCH,SICK/INJURED/MEDICAL - PERSON,,,,
https://www.wokewindows.org/incidents/202093133,202093133,false,2020-12-21 00:26:00,D14,Brighton,false,12 BELLVISTA RD,BELLVISTA RD,INVESTIGATE PERSON,153361  LOUIDOR MICHEL,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/202093137,202093137,false,2020-12-21 00:24:00,B3,Mattapan,false,15 BRIARCLIFF TER,BRIARCLIFF TER,LANDLORD - TENANT,153068  MATTHEW FARLEY,LANDLORD - TENANT,,,,
https://www.wokewindows.org/incidents/202093132,202093132,false,2020-12-21 00:08:00,A1,Downtown,false,10 TEMPLE PL,TEMPLE PL,TRESPASSING,153084  GERARD M GIBLIN,TRESPASSING,,,,
https://www.wokewindows.org/incidents/202093145,202093145,false,2020-12-21 00:05:00,A7,East Boston,false,"",LEYDEN ST,"",,NOISY PARTY/RADIO-NO ARREST,,,,
https://www.wokewindows.org/incidents/202093925,202093925,false,2020-12-21 00:01:00,C6,South Boston,false,227 D ST,W BROADWAY,FRAUD - WELFARE,095176  JASON MORANO,FRAUD - WELFARE,,,,
https://www.wokewindows.org/incidents/202094830,202094830,false,2020-12-21 00:00:00,E18,Hyde Park,false,1474 HYDE PARK AVE,HYDE PARK AVE,FRAUD - IMPERSONATION,,FRAUD - IMPERSONATION; FRAUD - WELFARE,,,,
https://www.wokewindows.org/incidents/212000712,212000712,false,2020-12-21 00:00:00,D4,South End,false,132 BLUE HILL AVE,HARRISON AVE,PROPERTY - LOST/ MISSING,080943  MATTHEW BURTON,PROPERTY - LOST/ MISSING,,,,
https://www.wokewindows.org/incidents/202093327,202093327,false,2020-12-21 00:00:00,E18,Hyde Park,false,1249 HYDE PARK AVE,HYDE PARK AVE,INVESTIGATE PROPERTY,103759  W. SCOT GREEN,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/202093348,202093348,false,2020-12-21 00:00:00,B3,Mattapan,false,44 HARLEM ST,HARLEM ST,VERBAL DISPUTE,,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/212000163,212000163,false,2020-12-21 00:00:00,D4,South End,false,209 W SPRINGFIELD ST,W SPRINGFIELD ST,BURGLARY - RESIDENTIAL,011413  EDWARD GATELY,BURGLARY - RESIDENTIAL,,,,
https://www.wokewindows.org/incidents/202093270,202093270,false,2020-12-21 00:00:00,E13,Jamaica Plain,false,"",AMORY AVE,"",,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/202093220,202093220,false,2020-12-21 00:00:00,E13,Jamaica Plain,false,"",,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,106666  MATHEW PIEROWAY,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,,,,
https://www.wokewindows.org/incidents/202093296,202093296,false,2020-12-21 00:00:00,C6,South Boston,false,20 TICKNOR ST,TICKNOR ST,THREATS TO DO BODILY HARM,126564  SINEAD COYNE,THREATS TO DO BODILY HARM,,,,
https://www.wokewindows.org/incidents/202093221,202093221,false,2020-12-21 00:00:00,C11,Dorchester,false,20 CORONA ST,GIBSON ST,LANDLORD - TENANT,100417  THOMAS FLYNN,LANDLORD - TENANT,,,,
https://www.wokewindows.org/incidents/202093136,202093136,false,2020-12-20 23:30:00,E18,Hyde Park,false,24 CHILD ST,HYDE PARK AVE,FRAUD - FALSE PRETENSE / SCHEME,012140  ZANDARINA TOWNSEND,FRAUD - FALSE PRETENSE / SCHEME,,,,
https://www.wokewindows.org/incidents/202093131,202093131,false,2020-12-20 23:27:00,B2,Roxbury,false,"",,VERBAL DISPUTE,148281  CHRISTOPHE KERRIGAN,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093226,202093226,false,2020-12-20 23:01:00,C11,Dorchester,false,"",BLOOMFIELD ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093130,202093130,false,2020-12-20 22:26:00,E5,West Roxbury,false,"",BIRCHWOOD ST,"",,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/202093126,202093126,false,2020-12-20 22:08:00,A1,Downtown,false,57 COOPER ST,COOPER ST,SICK ASSIST,,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/202093216,202093216,false,2020-12-20 22:00:00,D14,Brighton,false,16 SPARHAWK ST,WASHINGTON ST,LARCENY THEFT FROM MV - NON-ACCESSORY,153133  COLIN MCCARTHY,LARCENY THEFT FROM MV - NON-ACCESSORY,,,,
https://www.wokewindows.org/incidents/202093118,202093118,false,2020-12-20 21:21:00,E13,Jamaica Plain,false,"",WASHINGTON ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093154,202093154,false,2020-12-20 21:20:00,C6,South Boston,false,529 GENEVA AVE,W BROADWAY,M/V - LEAVING SCENE - PROPERTY DAMAGE,009710  EVON BURKE,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202093124,202093124,false,2020-12-20 21:14:00,B3,Mattapan,false,207 ITASCA ST,ITASCA ST,SICK ASSIST,148312  MARK WHALEN,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/202093122,202093122,false,2020-12-20 21:04:00,D14,Brighton,false,"",HOBART ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093111,202093111,false,2020-12-20 21:01:00,E18,Hyde Park,false,1409 RIVER ST,RIVER ST,THREATS TO DO BODILY HARM,011965  DONALD POWELL,THREATS TO DO BODILY HARM,,,,
https://www.wokewindows.org/incidents/202093115,202093115,false,2020-12-20 21:01:00,B2,Roxbury,false,"",QUINCY ST,"",,ASSAULT - AGGRAVATED,,,,
https://www.wokewindows.org/incidents/202093114,202093114,false,2020-12-20 20:57:00,D4,South End,false,285 COLUMBUS AVE,COLUMBUS AVE,LARCENY SHOPLIFTING,,LARCENY SHOPLIFTING,,,,
https://www.wokewindows.org/incidents/202093112,202093112,false,2020-12-20 20:56:00,C11,Dorchester,false,1447 DORCHESTER AVE,DORCHESTER AVE,VANDALISM,,VANDALISM,,,,
https://www.wokewindows.org/incidents/202093121,202093121,false,2020-12-20 20:55:00,D14,Brighton,false,"",WARREN ST,"",,VANDALISM,,,,
https://www.wokewindows.org/incidents/202093113,202093113,false,2020-12-20 20:35:00,C6,South Boston,false,35 PATTERSON WAY,PATTERSON WAY,ASSAULT - AGGRAVATED,114096  THOMAS SULLIVAN,ASSAULT - AGGRAVATED,,,,
https://www.wokewindows.org/incidents/202093107,202093107,false,2020-12-20 20:24:00,B2,Roxbury,false,"",HARTWELL ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093108,202093108,false,2020-12-20 20:17:00,A7,East Boston,false,"",FAYWOOD AVE,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093127,202093127,false,2020-12-20 20:10:00,A1,Downtown,false,142 COMMERCIAL ST,COMMERCIAL ST,PROPERTY - FOUND,144420  AUSTIN BROOKS,PROPERTY - FOUND,,,,
https://www.wokewindows.org/incidents/202093119,202093119,false,2020-12-20 20:04:00,A7,East Boston,false,242 PARIS ST,PARIS ST,TOWED MOTOR VEHICLE,,TOWED MOTOR VEHICLE,,,,
https://www.wokewindows.org/incidents/202093110,202093110,false,2020-12-20 19:58:00,A1,Downtown,false,505 WASHINGTON ST,WASHINGTON ST,SICK ASSIST,153161  BRENDAN MURPHY,SICK ASSIST,,,,
https://www.wokewindows.org/incidents/202093109,202093109,false,2020-12-20 19:58:00,A1,Downtown,false,505 WASHINGTON ST,WASHINGTON ST,INVESTIGATE PERSON,,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/202093104,202093104,false,2020-12-20 19:56:00,A1,Downtown,false,"",,M/V ACCIDENT - PROPERTY DAMAGE,148279  NATASHA LAJARA,M/V ACCIDENT - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202093106,202093106,false,2020-12-20 19:46:00,E5,West Roxbury,false,130 BROOKWAY RD,BROOKWAY RD,FIRE REPORT,,FIRE REPORT,,,,
https://www.wokewindows.org/incidents/202093128,202093128,false,2020-12-20 19:45:00,B2,Roxbury,false,392 COLUMBIA RD,COLUMBIA RD,AUTO THEFT,148281  CHRISTOPHE KERRIGAN,AUTO THEFT,,,,
https://www.wokewindows.org/incidents/202093097,202093097,false,2020-12-20 19:28:00,A1,Downtown,false,55 SUMMER ST,SUMMER ST,LARCENY SHOPLIFTING,140298  BRIAN GARNEY,LARCENY SHOPLIFTING,,,,
https://www.wokewindows.org/incidents/202093096,202093096,false,2020-12-20 19:25:00,E13,Jamaica Plain,false,71 DAY ST,DAY ST,LARCENY SHOPLIFTING,011749  PATRICK WOOD,LARCENY SHOPLIFTING,,,,
https://www.wokewindows.org/incidents/202093094,202093094,false,2020-12-20 19:20:00,E18,Hyde Park,false,870 RIVER ST,RIVER ST,ROBBERY,108602  DREW POKRANT,ROBBERY,,,,
https://www.wokewindows.org/incidents/202093092,202093092,false,2020-12-20 19:10:00,A1,Downtown,false,84 BEACON ST,BEACON ST,ASSAULT - AGGRAVATED,,ASSAULT - AGGRAVATED,,,,
https://www.wokewindows.org/incidents/202093272,202093272,false,2020-12-20 19:00:00,B3,Mattapan,false,44 HARLEM ST,BLUE HILL AVE,INVESTIGATE PERSON,099796  LAKENYA WEBSTER,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/202093536,202093536,false,2020-12-20 19:00:00,E13,Jamaica Plain,false,107 SCHOOL ST,WASHINGTON ST,LARCENY ALL OTHERS,011629  CARLOS MARTINEZ,LARCENY ALL OTHERS; LARCENY THEFT FROM MV - NON-ACCESSORY,,,,
https://www.wokewindows.org/incidents/202093433,202093433,false,2020-12-20 19:00:00,E13,Jamaica Plain,false,26 SCHOOL ST,SCHOOL ST,VANDALISM,144324  MARIANA VICTORI AVILA,VANDALISM,,,,
https://www.wokewindows.org/incidents/202093090,202093090,false,2020-12-20 18:58:00,B2,Roxbury,true,71 CRAWFORD ST,CRAWFORD ST,BALLISTICS EVIDENCE/FOUND,153121  RYAN O'LEARY,BALLISTICS EVIDENCE/FOUND,,,,
https://www.wokewindows.org/incidents/202093088,202093088,false,2020-12-20 18:57:00,D4,South End,false,400 TREMONT ST,TREMONT ST,LARCENY SHOPLIFTING,126508  CHRISTOPHER KEATON,LARCENY SHOPLIFTING,,,,
https://www.wokewindows.org/incidents/202093101,202093101,false,2020-12-20 18:54:00,D14,Brighton,false,34 RUSHMORE ST,RUSHMORE ST,INVESTIGATE PERSON,144497  JASON DUNN,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/202093098,202093098,false,2020-12-20 18:51:00,B3,Mattapan,false,21 MIDDLETON ST,MIDDLETON ST,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,140282  CHRISTOPHER ADAMS,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,,,,
https://www.wokewindows.org/incidents/202093084,202093084,false,2020-12-20 18:51:00,B2,Roxbury,false,"",ALPINE ST,"",,THREATS TO DO BODILY HARM,,,,
https://www.wokewindows.org/incidents/202093190,202093190,false,2020-12-20 18:50:00,C6,South Boston,false,102 BOSTON ST,BOSTON ST,VANDALISM,095802  RODERICK LEWIS,VANDALISM,,,,
https://www.wokewindows.org/incidents/202093091,202093091,false,2020-12-20 18:48:00,B2,Roxbury,false,21 PERRIN ST,PERRIN ST,VERBAL DISPUTE,148281  CHRISTOPHE KERRIGAN,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093089,202093089,false,2020-12-20 18:45:00,D14,Brighton,false,"",,M/V - LEAVING SCENE - PROPERTY DAMAGE,148320  VLADIMIR VILVALEX,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202093087,202093087,false,2020-12-20 18:45:00,C6,South Boston,false,89 NEWMARKET SQ,NEWMARKET SQ,VANDALISM,,VANDALISM,,,,
https://www.wokewindows.org/incidents/202093083,202093083,false,2020-12-20 18:29:00,E18,Hyde Park,false,950 AMERICAN LEGION HWY,HYDE PARK AVE,M/V - LEAVING SCENE - PROPERTY DAMAGE,012209  RICO LUCIEN,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,
https://www.wokewindows.org/incidents/202093078,202093078,false,2020-12-20 18:21:00,E18,Hyde Park,false,1479 HYDE PARK AVE,HYDE PARK AVE,INVESTIGATE PROPERTY,089182  BRIAN MACLEAN,INVESTIGATE PROPERTY,,,,
https://www.wokewindows.org/incidents/202093077,202093077,false,2020-12-20 18:20:00,D14,Brighton,false,"",WASHINGTON ST,"",,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/202093266,202093266,false,2020-12-20 18:20:00,D14,Brighton,false,35 ETNA ST,ETNA ST,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,153151  MATTHEW GAFFEY,BREAKING AND ENTERING (B&E) MOTOR VEHICLE; LARCENY THEFT FROM MV - NON-ACCESSORY,,,,
https://www.wokewindows.org/incidents/202093080,202093080,false,2020-12-20 18:06:00,B2,Roxbury,false,50 CRESTWOOD PARK,CRESTWOOD PARK,INVESTIGATE PERSON,,INVESTIGATE PERSON,,,,
https://www.wokewindows.org/incidents/202093079,202093079,false,2020-12-20 18:05:00,E18,Hyde Park,false,"",SUMMER ST,"",,VERBAL DISPUTE,,,,
https://www.wokewindows.org/incidents/202093312,202093312,false,2020-12-20 18:00:00,B2,Roxbury,false,"",PARKER ST,"",,ASSAULT - SIMPLE,,,,
https://www.wokewindows.org/incidents/202093418,202093418,false,2020-12-20 18:00:00,D4,South End,false,"",HARRISON AVE,"",,ASSAULT - SIMPLE,,,,
